0.000000000000000000e+00,2.465718031168849245e-01,2.128709381520152155e-01,2.706992783486449894e-01,6.918252173400852634e+00,6.918252173400852634e+00,5.594993069587348877e+00,6.935499298009863978e+00,6.895590171867769236e+00,6.826511637645981345e+00,6.873276373068810230e+00,9.905702401317968864e+00,4.317765173022161673e-01,7.099045444848719022e+00,6.947873993780202539e+00,6.462213872186745256e+00,6.771827726458783836e+00,7.206806028408390574e+00,6.800283975842450701e+00,5.486971944023584236e+00,6.755994607366528903e+00
2.465718031168849245e-01,0.000000000000000000e+00,1.412890636284838408e-01,1.327181368679599405e-01,6.932436633200468101e+00,6.932436633200468101e+00,5.609780979606972195e+00,6.933117281164007828e+00,6.890456978269638988e+00,6.851681367893480257e+00,6.863462442471638170e+00,9.922768860449695083e+00,4.397547047327054481e-01,7.101745133102628671e+00,6.939493253824305263e+00,6.474435859760172107e+00,6.811186777634586242e+00,7.227057098783849831e+00,6.806595229403858305e+00,5.522070212332657491e+00,6.770564084690605888e+00
2.128709381520152155e-01,1.412890636284838408e-01,0.000000000000000000e+00,1.628613095696087587e-01,6.946201675189279001e+00,6.946201675189279001e+00,5.630179838895960742e+00,6.967958687643395876e+00,6.926321009705815435e+00,6.844940500049562004e+00,6.890604239711498380e+00,9.948230252474557389e+00,4.078234864724511466e-01,7.129576167153429900e+00,6.975598173572671534e+00,6.499171864500615570e+00,6.794939559207370472e+00,7.255328095034817792e+00,6.839130671620908153e+00,5.534294023572967625e+00,6.774123987523394064e+00
2.706992783486449894e-01,1.327181368679599405e-01,1.628613095696087587e-01,0.000000000000000000e+00,6.920722262666151536e+00,6.920722262666151536e+00,5.606938505050155008e+00,6.943068460414033360e+00,6.900740276928910788e+00,6.845267071080138876e+00,6.868577211131388083e+00,9.946807533200743734e+00,4.279817884617087564e-01,7.114971665991462579e+00,6.952459479210115312e+00,6.479757038789207613e+00,6.790204723569701173e+00,7.240224364371282917e+00,6.813389151407369226e+00,5.535006179875040289e+00,6.760039034397806290e+00
6.918252173400852634e+00,6.932436633200468101e+00,6.946201675189279001e+00,6.920722262666151536e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.491847861175442880e+00,3.195914139569459689e+00,3.217974671249332008e+00,3.992361165727908556e+00,3.849780554524266041e+00,1.092188617667525463e+01,6.805308614735769090e+00,4.007389871722537578e+00,4.094097792433491811e+00,3.169316805796310810e+00,2.823348759500575511e+00,5.406480023556656356e+00,3.141364015391604703e+00,4.211781489733381179e+00,1.824847029454305547e+00
6.918252173400852634e+00,6.932436633200468101e+00,6.946201675189279001e+00,6.920722262666151536e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.491847765496012723e+00,3.195914139569459689e+00,3.217974819428604860e+00,3.992361046290526794e+00,3.849780554524266041e+00,1.092188617667525463e+01,6.805310296377415469e+00,4.007390109701450598e+00,4.094097792433491811e+00,3.169316805796310810e+00,2.823348759500575511e+00,5.406480023556656356e+00,3.141363863598572337e+00,4.211781716163526035e+00,1.824847029454305547e+00
5.594993069587348877e+00,5.609780979606972195e+00,5.630179838895960742e+00,5.606938505050155008e+00,2.491847861175442880e+00,2.491847765496012723e+00,0.000000000000000000e+00,3.394747008390546217e+00,3.397076494264699598e+00,3.389808099317026535e+00,3.542230060121466018e+00,9.612470522117309457e+00,5.537255082408273132e+00,3.730272921070766579e+00,3.783271690460241032e+00,2.839028095715024236e+00,2.663074209413347937e+00,4.705827817180128214e+00,3.670417398940655662e+00,2.884426089213544486e+00,2.452914089199150549e+00
6.935499298009863978e+00,6.933117281164007828e+00,6.967958687643395876e+00,6.943068460414033360e+00,3.195914139569459689e+00,3.195914139569459689e+00,3.394747008390546217e+00,0.000000000000000000e+00,1.269728865281783414e-01,4.173117234807133258e+00,2.354955512920461125e+00,9.321414239681356406e+00,6.893676912364715470e+00,1.859268313640980441e+00,1.744350920469641686e+00,1.691168224334124837e+00,4.323781833095878824e+00,3.472819647361576667e+00,2.466182097531241624e+00,3.232677069325963437e+00,3.446342885090833530e+00
6.895590171867769236e+00,6.890456978269638988e+00,6.926321009705815435e+00,6.900740276928910788e+00,3.217974671249332008e+00,3.217974819428604860e+00,3.397076494264699598e+00,1.269728865281783414e-01,0.000000000000000000e+00,4.190885171914152885e+00,2.357015579469939226e+00,9.319057127447438305e+00,6.853674533726985096e+00,1.892154799792277409e+00,1.736268049988048956e+00,1.697595421604954025e+00,4.360625713141111248e+00,3.475174736185431712e+00,2.450657569456735629e+00,3.232941535598071070e+00,3.464067202209117013e+00
6.826511637645981345e+00,6.851681367893480257e+00,6.844940500049562004e+00,6.845267071080138876e+00,3.992361165727908556e+00,3.992361046290526794e+00,3.389808099317026535e+00,4.173117234807133258e+00,4.190885171914152885e+00,0.000000000000000000e+00,2.949762923202572384e+00,8.038177945747406739e+00,6.789836738432692975e+00,3.378732383532506045e+00,3.567009330641058185e+00,3.381114789194889614e+00,2.516000091831708918e+00,3.696292029597554318e+00,4.381029170806670869e+00,3.753574702043805278e+00,3.459626718131393108e+00
6.873276373068810230e+00,6.863462442471638170e+00,6.890604239711498380e+00,6.868577211131388083e+00,3.849780554524266041e+00,3.849780554524266041e+00,3.542230060121466018e+00,2.354955512920461125e+00,2.357015579469939226e+00,2.949762923202572384e+00,0.000000000000000000e+00,8.096006336677092463e+00,6.856948179932903287e+00,1.865146303344495937e+00,1.415291520812036241e+00,1.793466802165903262e+00,3.862243204314676603e+00,2.295732901904044443e+00,3.255625917226215638e+00,3.451545181334577883e+00,3.790797263159935593e+00
9.905702401317968864e+00,9.922768860449695083e+00,9.948230252474557389e+00,9.946807533200743734e+00,1.092188617667525463e+01,1.092188617667525463e+01,9.612470522117309457e+00,9.321414239681356406e+00,9.319057127447438305e+00,8.038177945747406739e+00,8.096006336677092463e+00,0.000000000000000000e+00,1.006849861233742338e+01,8.183459500688817556e+00,8.081256665244012538e+00,8.748477040314064368e+00,9.794243223311477564e+00,6.596747273085497021e+00,9.729187098828139924e+00,8.255192365340104033e+00,1.046503840454461809e+01
4.317765173022161673e-01,4.397547047327054481e-01,4.078234864724511466e-01,4.279817884617087564e-01,6.805308614735769090e+00,6.805310296377415469e+00,5.537255082408273132e+00,6.893676912364715470e+00,6.853674533726985096e+00,6.789836738432692975e+00,6.856948179932903287e+00,1.006849861233742338e+01,0.000000000000000000e+00,7.071318125997620108e+00,6.935058714075590380e+00,6.446652914596032957e+00,6.701895932356363161e+00,7.273400524795248678e+00,6.736161351316977353e+00,5.470611778512634693e+00,6.654935751819084366e+00
7.099045444848719022e+00,7.101745133102628671e+00,7.129576167153429900e+00,7.114971665991462579e+00,4.007389871722537578e+00,4.007390109701450598e+00,3.730272921070766579e+00,1.859268313640980441e+00,1.892154799792277409e+00,3.378732383532506045e+00,1.865146303344495937e+00,8.183459500688817556e+00,7.071318125997620108e+00,0.000000000000000000e+00,1.189207255190502632e+00,2.132340487275500074e+00,4.224111357463709915e+00,2.592942077554705183e+00,3.189949440869358721e+00,3.040679266230729816e+00,3.936337132778159553e+00
