0.000000000000000000e+00,9.972908104404631935e-02,2.978134769045226449e-02,6.581927878490523298e-02,2.948202504415720071e-02,3.994628954448915970e+00,1.256794844124897725e-01,1.104450965149035291e-01,1.780050526805054822e-02,2.754414206489808059e-02,5.461015266573387983e-02,5.493468193458683757e-02,1.502435436669007363e-01,1.452402579697749108e-01,1.242221307762048088e-01,1.330894487805862614e-01,3.999736542177998011e+00,3.979202476307112768e+00,3.983521674000883195e+00,1.243432627335707696e-01,1.359842614344031198e-01,3.999644704761617930e+00,3.999976118041817852e+00,1.085087307737664375e-01,1.264112447641243531e-01,3.969917829256042197e+00,5.260333270479033985e-02
9.972908104404631935e-02,0.000000000000000000e+00,9.193734773248407599e-02,1.303486472079711245e-01,1.056913884072567811e-01,3.913627168115215049e+00,7.766915642229621497e-02,1.103307320078035225e-01,1.034634786943529061e-01,9.853521392105824006e-02,6.787757757805690240e-02,1.215716905141632775e-01,9.037462666530182709e-02,1.176479694872587523e-01,1.574933870475929698e-01,1.234965390897211357e-01,3.993641467753239915e+00,3.970218652309547736e+00,3.994158942950488900e+00,1.551933467321799931e-01,1.747594984312332844e-01,3.999657741629305541e+00,3.998216303736864319e+00,2.004272709662697771e-01,1.079423796727856377e-01,3.974328309138546622e+00,8.048741644989787503e-02
2.978134769045226449e-02,9.193734773248407599e-02,0.000000000000000000e+00,3.614861128056423567e-02,2.484222389756407523e-02,3.959010000972183363e+00,6.353003899511122654e-02,5.276251442032897643e-02,1.625549895020506064e-02,1.990353091663110696e-02,2.794974262004989995e-02,4.028989523150627861e-02,8.147063590249503662e-02,7.776551840954892825e-02,6.248691325881527980e-02,6.887298942947039926e-02,3.999987815315580786e+00,3.982706990599097274e+00,3.931399192590545155e+00,6.257351585635784197e-02,7.097730153661885311e-02,3.999385800874030394e+00,3.997646256553548660e+00,5.141703461254243379e-02,6.405478751493753897e-02,3.905958683034437495e+00,2.651468965050862714e-02
6.581927878490523298e-02,1.303486472079711245e-01,3.614861128056423567e-02,0.000000000000000000e+00,2.089806218493350798e-02,3.993696971332861168e+00,9.951149319522811787e-02,8.596740142338932245e-02,2.019935752349710789e-02,1.912527666262819892e-02,2.059717020047080460e-02,3.802191860457848627e-02,1.215716905141632775e-01,1.170589103759240857e-01,9.821082997223218314e-02,1.061397410097886240e-01,3.996140642527704401e+00,3.963917425392887051e+00,3.917936627030404129e+00,9.831890002775334203e-02,1.087356745651557599e-01,3.999742177355459560e+00,3.999941026357356044e+00,8.425473174258879538e-02,1.001649513418845228e-01,3.890354246098019608e+00,1.435978131347703801e-02
2.948202504415720071e-02,1.056913884072567811e-01,2.484222389756407523e-02,2.089806218493350798e-02,0.000000000000000000e+00,3.997972687199308428e+00,5.469119609917605374e-02,4.472668574636173844e-02,8.615211790877985720e-03,3.748190475101820240e-02,1.473801878214198169e-02,1.273801491735571112e-02,7.143887516237068525e-02,6.796777534050857383e-02,5.372258659728501584e-02,5.966215346516046125e-02,3.999341788324302538e+00,3.976403330659177282e+00,3.956585024191424438e+00,5.380297803574674020e-02,6.162413381907638765e-02,3.999833193819668509e+00,3.998656787557312242e+00,4.348734209355997749e-02,5.517870102068611615e-02,3.935857547979946247e+00,1.200160120108595407e-02
3.994628954448915970e+00,3.913627168115215049e+00,3.959010000972183363e+00,3.993696971332861168e+00,3.997972687199308428e+00,0.000000000000000000e+00,3.978340213396852398e+00,3.972455857935101697e+00,3.991926222495974841e+00,3.981210352488129711e+00,3.972340272457977939e+00,3.999996953826575385e+00,3.989619831567009278e+00,3.994806420462639451e+00,3.994158942950488900e+00,3.996743640432300460e+00,3.963054283073093487e+00,3.985598434228340814e+00,3.973654992377315676e+00,3.998552510809990856e+00,3.999546624562531960e+00,3.965419753314446183e+00,3.957520361406390741e+00,3.998732438061221472e+00,3.997385459763260762e+00,3.750253837859699679e+00,3.993445292280786596e+00
1.256794844124897725e-01,7.766915642229621497e-02,6.353003899511122654e-02,9.951149319522811787e-02,5.469119609917605374e-02,3.978340213396852398e+00,0.000000000000000000e+00,4.920720235172648671e-03,8.913387291856778027e-02,1.323392260097464579e-01,8.546192522696549609e-02,2.115046340878778963e-02,7.279621837838368137e-03,8.582877379839759513e-03,1.435978131347703801e-02,8.136565583710231309e-03,3.999546624562531960e+00,3.988601580793997847e+00,3.952289331718004561e+00,3.425784373524165538e-02,2.000189853282896557e-02,3.998694886786036573e+00,3.996417276688078779e+00,2.948202504415720071e-02,9.241090066085089205e-03,3.930672197397591106e+00,1.171766074972064864e-01
1.104450965149035291e-01,1.103307320078035225e-01,5.276251442032897643e-02,8.596740142338932245e-02,4.472668574636173844e-02,3.972455857935101697e+00,4.920720235172648671e-03,0.000000000000000000e+00,7.632623847542774342e-02,1.167061631724026771e-01,7.292577857642301709e-02,2.696982002637504650e-02,7.980050468445520906e-03,8.843251122140349807e-03,8.042474480018935168e-03,1.188732355536070706e-02,3.998923456784146069e+00,3.974160791743194032e+00,3.960473323955419289e+00,4.155437875646850188e-02,2.094842186206125056e-02,3.999956013405818744e+00,3.999707452562315524e+00,1.701927358620558550e-02,1.321437842509642913e-02,3.940591452551992724e+00,1.024684569232146014e-01
1.780050526805054822e-02,1.034634786943529061e-01,1.625549895020506064e-02,2.019935752349710789e-02,8.615211790877985720e-03,3.991926222495974841e+00,8.913387291856778027e-02,7.632623847542774342e-02,0.000000000000000000e+00,3.509920454898063369e-02,1.537929951155203590e-02,3.167062827698718941e-02,1.101021756849382971e-01,1.058033900105115332e-01,8.790150116554173998e-02,9.542135218725333878e-02,3.999508702679364980e+00,3.977460534293211225e+00,3.978849536591212210e+00,8.800387853387903192e-02,9.788696740969293764e-02,3.999828655148014001e+00,3.998643966048752496e+00,7.471099384662327481e-02,8.975320238201933698e-02,3.963719135907543212e+00,1.317434857193644504e-02
2.754414206489808059e-02,9.853521392105824006e-02,1.990353091663110696e-02,1.912527666262819892e-02,3.748190475101820240e-02,3.981210352488129711e+00,1.323392260097464579e-01,1.167061631724026771e-01,3.509920454898063369e-02,0.000000000000000000e+00,1.546583144030400092e-02,5.940854744800705411e-02,1.574933870475929698e-01,1.523745448374802525e-01,1.308449256456352128e-01,1.399334825868718823e-01,3.999795178743009938e+00,3.979751126954631513e+00,3.954313965896585792e+00,1.309691376088026882e-01,1.428987426927996740e-01,3.999561366949690999e+00,3.998003991370276289e+00,1.147170178156433629e-01,1.330894487805862614e-01,3.933110712721965108e+00,2.069722636065951527e-02
